Location,Full Date,Month,Year,Oil,Gas,Misc,Total,,,,,,,,,,,,,,
Cana Woodford,6/6/2014,June,2014,22,1,0,23,,,,,,,,,,,,,,
Cana Woodford,6/13/2014,June,2014,25,1,0,26,,,,,,,,,,,,,,
Cana Woodford,6/20/2014,June,2014,25,1,0,26,,,,,,,,,,,,,,
Cana Woodford,6/27/2014,June,2014,25,1,0,26,,,,,,,,,,,,,,
Cana Woodford,7/3/2014,July,2014,25,1,0,26,,,,,,,,,,,,,,
Cana Woodford,7/11/2014,July,2014,26,1,0,27,,,,,,,,,,,,,,
Cana Woodford,7/18/2014,July,2014,29,1,0,30,,,,,,,,,,,,,,
Cana Woodford,7/25/2014,July,2014,30,1,0,31,,,,,,,,,,,,,,
Cana Woodford,8/1/2014,August,2014,30,2,0,32,,,,,,,,,,,,,,
Cana Woodford,8/8/2014,August,2014,30,2,0,32,,,,,,,,,,,,,,
Cana Woodford,8/15/2014,August,2014,32,2,0,34,,,,,,,,,,,,,,
Cana Woodford,8/22/2014,August,2014,30,3,0,33,,,,,,,,,,,,,,
Cana Woodford,8/29/2014,August,2014,31,3,0,34,,,,,,,,,,,,,,
Cana Woodford,9/5/2014,September,2014,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,9/12/2014,September,2014,35,1,0,36,,,,,,,,,,,,,,
Cana Woodford,9/19/2014,September,2014,38,0,0,38,,,,,,,,,,,,,,
Cana Woodford,9/26/2014,September,2014,38,0,0,38,,,,,,,,,,,,,,
Cana Woodford,10/3/2014,October,2014,42,0,0,42,,,,,,,,,,,,,,
Cana Woodford,10/10/2014,October,2014,37,0,0,37,,,,,,,,,,,,,,
Cana Woodford,10/17/2014,October,2014,36,2,0,38,,,,,,,,,,,,,,
Cana Woodford,10/24/2014,October,2014,35,2,0,37,,,,,,,,,,,,,,
Cana Woodford,10/31/2014,October,2014,33,5,0,38,,,,,,,,,,,,,,
Cana Woodford,11/7/2014,November,2014,34,5,0,39,,,,,,,,,,,,,,
Cana Woodford,11/14/2014,November,2014,31,3,0,34,,,,,,,,,,,,,,
Cana Woodford,11/21/2014,November,2014,37,4,0,41,,,,,,,,,,,,,,
Cana Woodford,11/26/2014,November,2014,41,4,0,45,,,,,,,,,,,,,,
Cana Woodford,12/5/2014,December,2014,39,4,0,43,,,,,,,,,,,,,,
Cana Woodford,12/12/2014,December,2014,36,7,0,43,,,,,,,,,,,,,,
Cana Woodford,12/19/2014,December,2014,39,6,0,45,,,,,,,,,,,,,,
Cana Woodford,12/26/2014,December,2014,42,6,0,48,,,,,,,,,,,,,,
Cana Woodford,1/2/2015,January,2015,39,6,0,45,,,,,,,,,,,,,,
Cana Woodford,1/9/2015,January,2015,39,6,0,45,,,,,,,,,,,,,,
Cana Woodford,1/16/2015,January,2015,38,3,0,41,,,,,,,,,,,,,,
Cana Woodford,1/23/2015,January,2015,41,3,0,44,,,,,,,,,,,,,,
Cana Woodford,1/30/2015,January,2015,37,3,0,40,,,,,,,,,,,,,,
Cana Woodford,2/6/2015,February,2015,40,3,0,43,,,,,,,,,,,,,,
Cana Woodford,2/13/2015,February,2015,41,2,0,43,,,,,,,,,,,,,,
Cana Woodford,2/20/2015,February,2015,42,1,0,43,,,,,,,,,,,,,,
Cana Woodford,2/27/2015,February,2015,38,1,0,39,,,,,,,,,,,,,,
Cana Woodford,3/6/2015,March,2015,37,0,0,37,,,,,,,,,,,,,,
Cana Woodford,3/13/2015,March,2015,40,0,0,40,,,,,,,,,,,,,,
Cana Woodford,3/20/2015,March,2015,40,0,0,40,,,,,,,,,,,,,,
Cana Woodford,3/27/2015,March,2015,40,0,0,40,,,,,,,,,,,,,,
Cana Woodford,4/2/2015,April,2015,40,0,0,40,,,,,,,,,,,,,,
Cana Woodford,4/10/2015,April,2015,38,0,0,38,,,,,,,,,,,,,,
Cana Woodford,4/17/2015,April,2015,40,0,0,40,,,,,,,,,,,,,,
Cana Woodford,4/24/2015,April,2015,41,0,0,41,,,,,,,,,,,,,,
Cana Woodford,5/1/2015,May,2015,38,0,0,38,,,,,,,,,,,,,,
Cana Woodford,5/8/2015,May,2015,35,0,0,35,,,,,,,,,,,,,,
Cana Woodford,5/15/2015,May,2015,35,0,0,35,,,,,,,,,,,,,,
Cana Woodford,5/22/2015,May,2015,34,0,0,34,,,,,,,,,,,,,,
Cana Woodford,5/29/2015,May,2015,34,0,0,34,,,,,,,,,,,,,,
Cana Woodford,6/5/2015,June,2015,32,1,0,33,,,,,,,,,,,,,,
Cana Woodford,6/12/2015,June,2015,31,2,0,33,,,,,,,,,,,,,,
Cana Woodford,6/19/2015,June,2015,30,2,0,32,,,,,,,,,,,,,,
Cana Woodford,6/26/2015,June,2015,31,2,0,33,,,,,,,,,,,,,,
Cana Woodford,7/2/2015,July,2015,32,2,0,34,,,,,,,,,,,,,,
Cana Woodford,7/10/2015,July,2015,31,2,0,33,,,,,,,,,,,,,,
Cana Woodford,7/17/2015,July,2015,29,2,0,31,,,,,,,,,,,,,,
Cana Woodford,7/24/2015,July,2015,31,2,0,33,,,,,,,,,,,,,,
Cana Woodford,7/31/2015,July,2015,35,2,0,37,,,,,,,,,,,,,,
Cana Woodford,8/7/2015,August,2015,34,2,0,36,,,,,,,,,,,,,,
Cana Woodford,8/14/2015,August,2015,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,8/21/2015,August,2015,36,3,0,39,,,,,,,,,,,,,,
Cana Woodford,8/28/2015,August,2015,37,3,0,40,,,,,,,,,,,,,,
Cana Woodford,9/4/2015,September,2015,35,4,0,39,,,,,,,,,,,,,,
Cana Woodford,9/11/2015,September,2015,34,4,0,38,,,,,,,,,,,,,,
Cana Woodford,9/18/2015,September,2015,36,4,0,40,,,,,,,,,,,,,,
Cana Woodford,9/25/2015,September,2015,36,4,0,40,,,,,,,,,,,,,,
Cana Woodford,10/2/2015,October,2015,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,10/9/2015,October,2015,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,10/16/2015,October,2015,33,3,0,36,,,,,,,,,,,,,,
Cana Woodford,10/23/2015,October,2015,32,4,0,36,,,,,,,,,,,,,,
Cana Woodford,10/30/2015,October,2015,32,4,0,36,,,,,,,,,,,,,,
Cana Woodford,11/6/2015,November,2015,29,3,0,32,,,,,,,,,,,,,,
Cana Woodford,11/13/2015,November,2015,29,3,0,32,,,,,,,,,,,,,,
Cana Woodford,11/20/2015,November,2015,30,4,0,34,,,,,,,,,,,,,,
Cana Woodford,11/25/2015,November,2015,30,4,0,34,,,,,,,,,,,,,,
Cana Woodford,12/4/2015,December,2015,31,4,0,35,,,,,,,,,,,,,,
Cana Woodford,12/11/2015,December,2015,32,5,0,37,,,,,,,,,,,,,,
Cana Woodford,12/18/2015,December,2015,34,4,0,38,,,,,,,,,,,,,,
Cana Woodford,12/23/2015,December,2015,35,4,0,39,,,,,,,,,,,,,,
Cana Woodford,12/31/2015,December,2015,34,4,0,38,,,,,,,,,,,,,,
Cana Woodford,1/8/2016,January,2016,33,3,0,36,,,,,,,,,,,,,,
Cana Woodford,1/15/2016,January,2016,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,1/22/2016,January,2016,36,3,0,39,,,,,,,,,,,,,,
Cana Woodford,1/29/2016,January,2016,36,3,0,39,,,,,,,,,,,,,,
Cana Woodford,2/5/2016,February,2016,34,3,0,37,,,,,,,,,,,,,,
Cana Woodford,2/12/2016,February,2016,31,3,0,34,,,,,,,,,,,,,,
Cana Woodford,2/19/2016,February,2016,30,3,0,33,,,,,,,,,,,,,,
Cana Woodford,2/26/2016,February,2016,32,4,0,36,,,,,,,,,,,,,,
Cana Woodford,3/4/2016,March,2016,37,0,0,37,,,,,,,,,,,,,,
Cana Woodford,3/11/2016,March,2016,37,0,0,37,,,,,,,,,,,,,,
Cana Woodford,3/18/2016,March,2016,34,0,0,34,,,,,,,,,,,,,,
Cana Woodford,3/24/2016,March,2016,31,0,0,31,,,,,,,,,,,,,,
Cana Woodford,4/1/2016,April,2016,30,0,0,30,,,,,,,,,,,,,,
Cana Woodford,4/8/2016,April,2016,32,0,0,32,,,,,,,,,,,,,,
Cana Woodford,4/15/2016,April,2016,30,0,0,30,,,,,,,,,,,,,,
Cana Woodford,4/22/2016,April,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,4/29/2016,April,2016,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,5/6/2016,May,2016,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,5/13/2016,May,2016,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,5/20/2016,May,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,5/27/2016,May,2016,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,6/3/2016,June,2016,26,0,0,26,,,,,,,,,,,,,,
Cana Woodford,6/10/2016,June,2016,24,0,0,24,,,,,,,,,,,,,,
Cana Woodford,6/17/2016,June,2016,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,6/24/2016,June,2016,24,0,0,24,,,,,,,,,,,,,,
Cana Woodford,7/1/2016,July,2016,26,0,0,26,,,,,,,,,,,,,,
Cana Woodford,7/8/2016,July,2016,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,7/15/2016,July,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,7/22/2016,July,2016,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,7/29/2016,July,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,8/5/2016,August,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,8/12/2016,August,2016,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,8/19/2016,August,2016,32,0,0,32,,,,,,,,,,,,,,
Cana Woodford,8/26/2016,August,2016,32,0,0,32,,,,,,,,,,,,,,
Cana Woodford,9/2/2016,September,2016,32,0,0,32,,,,,,,,,,,,,,
Cana Woodford,9/9/2016,September,2016,31,0,0,31,,,,,,,,,,,,,,
Cana Woodford,9/16/2016,September,2016,32,0,0,32,,,,,,,,,,,,,,
Cana Woodford,9/23/2016,September,2016,33,0,0,33,,,,,,,,,,,,,,
Cana Woodford,9/30/2016,September,2016,35,0,0,35,,,,,,,,,,,,,,
Cana Woodford,10/7/2016,October,2016,35,0,0,35,,,,,,,,,,,,,,
Cana Woodford,10/14/2016,October,2016,39,0,0,39,,,,,,,,,,,,,,
Cana Woodford,10/21/2016,October,2016,39,0,0,39,,,,,,,,,,,,,,
Cana Woodford,10/28/2016,October,2016,40,1,0,41,,,,,,,,,,,,,,
Cana Woodford,11/4/2016,November,2016,40,1,0,41,,,,,,,,,,,,,,
Cana Woodford,11/11/2016,November,2016,39,1,0,40,,,,,,,,,,,,,,
Cana Woodford,11/18/2016,November,2016,39,1,0,40,,,,,,,,,,,,,,
Cana Woodford,11/23/2016,November,2016,37,1,0,38,,,,,,,,,,,,,,
Cana Woodford,12/2/2016,December,2016,38,1,0,39,,,,,,,,,,,,,,
Cana Woodford,12/9/2016,December,2016,36,1,0,37,,,,,,,,,,,,,,
Cana Woodford,12/16/2016,December,2016,33,1,0,34,,,,,,,,,,,,,,
Cana Woodford,12/23/2016,December,2016,35,1,0,36,,,,,,,,,,,,,,
Cana Woodford,12/30/2016,December,2016,36,1,0,37,,,,,,,,,,,,,,
Cana Woodford,1/6/2017,January,2017,36,1,0,37,,,,,,,,,,,,,,
Cana Woodford,1/13/2017,January,2017,36,1,0,37,,,,,,,,,,,,,,
Cana Woodford,1/20/2017,January,2017,45,1,0,46,,,,,,,,,,,,,,
Cana Woodford,1/27/2017,January,2017,49,0,0,49,,,,,,,,,,,,,,
Cana Woodford,2/3/2017,February,2017,56,0,0,56,,,,,,,,,,,,,,
Cana Woodford,2/10/2017,February,2017,51,0,0,51,,,,,,,,,,,,,,
Cana Woodford,2/17/2017,February,2017,49,0,0,49,,,,,,,,,,,,,,
Cana Woodford,2/24/2017,February,2017,51,0,0,51,,,,,,,,,,,,,,
Cana Woodford,3/3/2017,March,2017,50,0,0,50,,,,,,,,,,,,,,
Cana Woodford,3/10/2017,March,2017,49,0,0,49,,,,,,,,,,,,,,
Cana Woodford,3/17/2017,March,2017,48,0,0,48,,,,,,,,,,,,,,
Cana Woodford,3/24/2017,March,2017,50,0,0,50,,,,,,,,,,,,,,
Cana Woodford,3/31/2017,March,2017,48,0,0,48,,,,,,,,,,,,,,
Cana Woodford,4/7/2017,April,2017,50,0,0,50,,,,,,,,,,,,,,
Cana Woodford,4/13/2017,April,2017,52,0,0,52,,,,,,,,,,,,,,
Cana Woodford,4/21/2017,April,2017,51,0,0,51,,,,,,,,,,,,,,
Cana Woodford,4/28/2017,April,2017,55,0,0,55,,,,,,,,,,,,,,
Cana Woodford,5/5/2017,May,2017,51,0,0,51,,,,,,,,,,,,,,
Cana Woodford,5/12/2017,May,2017,53,0,0,53,,,,,,,,,,,,,,
Cana Woodford,5/19/2017,May,2017,53,0,0,53,,,,,,,,,,,,,,
Cana Woodford,5/26/2017,May,2017,56,0,0,56,,,,,,,,,,,,,,
Cana Woodford,6/2/2017,June,2017,56,0,0,56,,,,,,,,,,,,,,
Cana Woodford,6/9/2017,June,2017,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,6/16/2017,June,2017,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,6/23/2017,June,2017,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,6/30/2017,June,2017,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,7/7/2017,July,2017,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,7/14/2017,July,2017,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,7/21/2017,July,2017,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,7/28/2017,July,2017,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,8/4/2017,August,2017,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,8/11/2017,August,2017,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,8/18/2017,August,2017,67,0,0,67,,,,,,,,,,,,,,
Cana Woodford,8/25/2017,August,2017,69,0,0,69,,,,,,,,,,,,,,
Cana Woodford,9/1/2017,September,2017,65,0,0,65,,,,,,,,,,,,,,
Cana Woodford,9/8/2017,September,2017,67,0,0,67,,,,,,,,,,,,,,
Cana Woodford,9/15/2017,September,2017,64,0,0,64,,,,,,,,,,,,,,
Cana Woodford,9/22/2017,September,2017,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,9/29/2017,September,2017,62,0,0,62,,,,,,,,,,,,,,
Cana Woodford,10/6/2017,October,2017,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,10/13/2017,October,2017,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,10/20/2017,October,2017,62,0,0,62,,,,,,,,,,,,,,
Cana Woodford,10/27/2017,October,2017,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,11/3/2017,November,2017,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,11/10/2017,November,2017,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,11/17/2017,November,2017,74,0,0,74,,,,,,,,,,,,,,
Cana Woodford,11/22/2017,November,2017,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,12/1/2017,December,2017,72,0,0,72,,,,,,,,,,,,,,
Cana Woodford,12/8/2017,December,2017,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,12/15/2017,December,2017,69,0,0,69,,,,,,,,,,,,,,
Cana Woodford,12/22/2017,December,2017,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,12/29/2017,December,2017,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,1/5/2018,January,2018,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,1/12/2018,January,2018,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,1/19/2018,January,2018,71,0,0,71,,,,,,,,,,,,,,
Cana Woodford,1/26/2018,January,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,2/2/2018,February,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,2/9/2018,February,2018,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,2/16/2018,February,2018,67,0,0,67,,,,,,,,,,,,,,
Cana Woodford,2/23/2018,February,2018,69,0,0,69,,,,,,,,,,,,,,
Cana Woodford,3/2/2018,March,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,3/9/2018,March,2018,61,1,0,62,,,,,,,,,,,,,,
Cana Woodford,3/16/2018,March,2018,63,1,0,64,,,,,,,,,,,,,,
Cana Woodford,3/23/2018,March,2018,57,2,0,59,,,,,,,,,,,,,,
Cana Woodford,3/29/2018,March,2018,61,2,0,63,,,,,,,,,,,,,,
Cana Woodford,4/6/2018,April,2018,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,4/13/2018,April,2018,65,0,0,65,,,,,,,,,,,,,,
Cana Woodford,4/20/2018,April,2018,61,0,0,61,,,,,,,,,,,,,,
Cana Woodford,4/27/2018,April,2018,70,0,0,70,,,,,,,,,,,,,,
Cana Woodford,5/4/2018,May,2018,69,0,0,69,,,,,,,,,,,,,,
Cana Woodford,5/11/2018,May,2018,70,0,0,70,,,,,,,,,,,,,,
Cana Woodford,5/18/2018,May,2018,72,0,0,72,,,,,,,,,,,,,,
Cana Woodford,5/25/2018,May,2018,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,6/1/2018,June,2018,76,0,0,76,,,,,,,,,,,,,,
Cana Woodford,6/8/2018,June,2018,73,0,0,73,,,,,,,,,,,,,,
Cana Woodford,6/15/2018,June,2018,72,0,0,72,,,,,,,,,,,,,,
Cana Woodford,6/22/2018,June,2018,72,0,0,72,,,,,,,,,,,,,,
Cana Woodford,6/29/2018,June,2018,74,0,0,74,,,,,,,,,,,,,,
Cana Woodford,7/6/2018,July,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,7/13/2018,July,2018,69,0,0,69,,,,,,,,,,,,,,
Cana Woodford,7/20/2018,July,2018,71,0,0,71,,,,,,,,,,,,,,
Cana Woodford,7/27/2018,July,2018,71,0,0,71,,,,,,,,,,,,,,
Cana Woodford,8/3/2018,August,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,8/10/2018,August,2018,68,0,0,68,,,,,,,,,,,,,,
Cana Woodford,8/17/2018,August,2018,65,0,0,65,,,,,,,,,,,,,,
Cana Woodford,8/24/2018,August,2018,65,0,0,65,,,,,,,,,,,,,,
Cana Woodford,8/31/2018,August,2018,67,0,0,67,,,,,,,,,,,,,,
Cana Woodford,9/7/2018,September,2018,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,9/14/2018,September,2018,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,9/21/2018,September,2018,60,0,0,60,,,,,,,,,,,,,,
Cana Woodford,9/28/2018,September,2018,67,0,0,67,,,,,,,,,,,,,,
Cana Woodford,10/5/2018,October,2018,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,10/12/2018,October,2018,64,0,0,64,,,,,,,,,,,,,,
Cana Woodford,10/19/2018,October,2018,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,10/26/2018,October,2018,63,0,0,63,,,,,,,,,,,,,,
Cana Woodford,11/2/2018,November,2018,66,0,0,66,,,,,,,,,,,,,,
Cana Woodford,11/9/2018,November,2018,57,0,0,57,,,,,,,,,,,,,,
Cana Woodford,11/16/2018,November,2018,58,0,0,58,,,,,,,,,,,,,,
Cana Woodford,11/21/2018,November,2018,55,0,0,55,,,,,,,,,,,,,,
Cana Woodford,11/30/2018,November,2018,55,0,0,55,,,,,,,,,,,,,,
Cana Woodford,12/7/2018,December,2018,57,0,0,57,,,,,,,,,,,,,,
Cana Woodford,12/14/2018,December,2018,57,0,0,57,,,,,,,,,,,,,,
Cana Woodford,12/21/2018,December,2018,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,12/28/2018,December,2018,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,1/4/2019,January,2019,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,1/11/2019,January,2019,57,0,0,57,,,,,,,,,,,,,,
Cana Woodford,1/18/2019,January,2019,62,0,0,62,,,,,,,,,,,,,,
Cana Woodford,1/25/2019,January,2019,62,0,0,62,,,,,,,,,,,,,,
Cana Woodford,2/1/2019,February,2019,61,0,0,61,,,,,,,,,,,,,,
Cana Woodford,2/8/2019,February,2019,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,2/15/2019,February,2019,59,0,0,59,,,,,,,,,,,,,,
Cana Woodford,2/22/2019,February,2019,56,0,0,56,,,,,,,,,,,,,,
Cana Woodford,3/1/2019,March,2019,56,0,0,56,,,,,,,,,,,,,,
Cana Woodford,3/8/2019,March,2019,58,0,0,58,,,,,,,,,,,,,,
Cana Woodford,3/15/2019,March,2019,53,0,0,53,,,,,,,,,,,,,,
Cana Woodford,3/22/2019,March,2019,52,0,0,52,,,,,,,,,,,,,,
Cana Woodford,3/29/2019,March,2019,49,0,0,49,,,,,,,,,,,,,,
Cana Woodford,4/5/2019,April,2019,50,0,0,50,,,,,,,,,,,,,,
Cana Woodford,4/12/2019,April,2019,48,0,0,48,,,,,,,,,,,,,,
Cana Woodford,4/18/2019,April,2019,48,0,0,48,,,,,,,,,,,,,,
Cana Woodford,4/26/2019,April,2019,46,0,0,46,,,,,,,,,,,,,,
Cana Woodford,5/3/2019,May,2019,46,0,0,46,,,,,,,,,,,,,,
Cana Woodford,5/10/2019,May,2019,47,0,0,47,,,,,,,,,,,,,,
Cana Woodford,5/17/2019,May,2019,48,0,0,48,,,,,,,,,,,,,,
Cana Woodford,5/24/2019,May,2019,45,0,0,45,,,,,,,,,,,,,,
Cana Woodford,5/31/2019,May,2019,45,0,0,45,,,,,,,,,,,,,,
Cana Woodford,6/7/2019,June,2019,44,0,0,44,,,,,,,,,,,,,,
Cana Woodford,6/14/2019,June,2019,44,0,0,44,,,,,,,,,,,,,,
Cana Woodford,6/21/2019,June,2019,45,0,0,45,,,,,,,,,,,,,,
Cana Woodford,6/28/2019,June,2019,49,0,0,49,,,,,,,,,,,,,,
Cana Woodford,7/3/2019,July,2019,45,2,0,47,,,,,,,,,,,,,,
Cana Woodford,7/12/2019,July,2019,46,2,0,48,,,,,,,,,,,,,,
Cana Woodford,7/19/2019,July,2019,47,2,0,49,,,,,,,,,,,,,,
Cana Woodford,7/26/2019,July,2019,47,2,0,49,,,,,,,,,,,,,,
Cana Woodford,8/2/2019,August,2019,46,2,0,48,,,,,,,,,,,,,,
Cana Woodford,8/9/2019,August,2019,43,2,0,45,,,,,,,,,,,,,,
Cana Woodford,8/16/2019,August,2019,45,1,0,46,,,,,,,,,,,,,,
Cana Woodford,8/23/2019,August,2019,44,1,0,45,,,,,,,,,,,,,,
Cana Woodford,8/30/2019,August,2019,44,1,0,45,,,,,,,,,,,,,,
Cana Woodford,9/6/2019,September,2019,41,1,0,42,,,,,,,,,,,,,,
Cana Woodford,9/13/2019,September,2019,37,2,0,39,,,,,,,,,,,,,,
Cana Woodford,9/20/2019,September,2019,35,1,0,36,,,,,,,,,,,,,,
Cana Woodford,9/27/2019,September,2019,37,1,0,38,,,,,,,,,,,,,,
Cana Woodford,10/4/2019,October,2019,36,0,0,36,,,,,,,,,,,,,,
Cana Woodford,10/11/2019,October,2019,33,0,0,33,,,,,,,,,,,,,,
Cana Woodford,10/18/2019,October,2019,30,0,0,30,,,,,,,,,,,,,,
Cana Woodford,10/25/2019,October,2019,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,11/1/2019,November,2019,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,11/8/2019,November,2019,29,0,0,29,,,,,,,,,,,,,,
Cana Woodford,11/15/2019,November,2019,28,0,0,28,,,,,,,,,,,,,,
Cana Woodford,11/22/2019,November,2019,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,11/27/2019,November,2019,27,0,0,27,,,,,,,,,,,,,,
Cana Woodford,12/6/2019,December,2019,25,0,0,25,,,,,,,,,,,,,,
Cana Woodford,12/13/2019,December,2019,25,0,0,25,,,,,,,,,,,,,,
Cana Woodford,12/20/2019,December,2019,23,0,0,23,,,,,,,,,,,,,,
Cana Woodford,12/27/2019,December,2019,21,0,0,21,,,,,,,,,,,,,,
Cana Woodford,1/3/2020,January,2020,20,0,0,20,,,,,,,,,,,,,,
Cana Woodford,1/10/2020,January,2020,21,0,0,21,,,,,,,,,,,,,,
Cana Woodford,1/17/2020,January,2020,21,0,0,21,,,,,,,,,,,,,,
Cana Woodford,1/24/2020,January,2020,21,0,0,21,,,,,,,,,,,,,,
Cana Woodford,1/31/2020,January,2020,19,0,0,19,,,,,,,,,,,,,,
Cana Woodford,2/7/2020,February,2020,18,0,0,18,,,,,,,,,,,,,,
Cana Woodford,2/14/2020,February,2020,19,0,0,19,,,,,,,,,,,,,,
Cana Woodford,2/21/2020,February,2020,19,0,0,19,,,,,,,,,,,,,,
Cana Woodford,2/28/2020,February,2020,21,0,0,21,,,,,,,,,,,,,,
Cana Woodford,3/6/2020,March,2020,18,0,0,18,,,,,,,,,,,,,,
Cana Woodford,3/13/2020,March,2020,19,0,0,19,,,,,,,,,,,,,,
Cana Woodford,3/20/2020,March,2020,18,0,0,18,,,,,,,,,,,,,,
Cana Woodford,3/27/2020,March,2020,13,0,0,13,,,,,,,,,,,,,,
Cana Woodford,4/3/2020,April,2020,11,0,0,11,,,,,,,,,,,,,,
Cana Woodford,4/9/2020,April,2020,9,0,0,9,,,,,,,,,,,,,,
Cana Woodford,4/17/2020,April,2020,7,0,0,7,,,,,,,,,,,,,,
Cana Woodford,4/24/2020,April,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,5/1/2020,May,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,5/8/2020,May,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,5/15/2020,May,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,5/22/2020,May,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,5/29/2020,May,2020,4,0,0,4,,,,,,,,,,,,,,
Cana Woodford,6/5/2020,June,2020,5,0,0,5,,,,,,,,,,,,,,
Cana Woodford,6/12/2020,June,2020,5,0,0,5,,,,,,,,,,,,,,
Cana Woodford,6/19/2020,June,2020,5,0,0,5,,,,,,,,,,,,,,
Cana Woodford,6/26/2020,June,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,7/2/2020,July,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,7/10/2020,July,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,7/17/2020,July,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,7/24/2020,July,2020,5,0,0,5,,,,,,,,,,,,,,
Cana Woodford,7/31/2020,July,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,8/7/2020,August,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,8/14/2020,August,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,8/21/2020,August,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,8/28/2020,August,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,9/4/2020,September,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,9/11/2020,September,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,9/18/2020,September,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,9/25/2020,September,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,10/2/2020,October,2020,6,0,0,6,,,,,,,,,,,,,,
Cana Woodford,10/9/2020,October,2020,6,0,0,6,,,,,,,,,,,,,,
