Location,Full Date,Month,Year,Oil,Gas,Misc,Total,,,,,,,,,,,,,,
Ardmore Woodford,2/4/2011,February,2011,1,2,0,3,,,,,,,,,,,,,,
Ardmore Woodford,2/11/2011,February,2011,1,3,0,4,,,,,,,,,,,,,,
Ardmore Woodford,2/18/2011,February,2011,1,3,0,4,,,,,,,,,,,,,,
Ardmore Woodford,2/25/2011,February,2011,1,3,0,4,,,,,,,,,,,,,,
Ardmore Woodford,3/4/2011,March,2011,3,5,0,8,,,,,,,,,,,,,,
Ardmore Woodford,3/11/2011,March,2011,2,4,0,6,,,,,,,,,,,,,,
Ardmore Woodford,3/18/2011,March,2011,1,4,0,5,,,,,,,,,,,,,,
Ardmore Woodford,3/25/2011,March,2011,1,4,0,5,,,,,,,,,,,,,,
Ardmore Woodford,4/1/2011,April,2011,1,3,0,4,,,,,,,,,,,,,,
Ardmore Woodford,4/8/2011,April,2011,2,4,0,6,,,,,,,,,,,,,,
Ardmore Woodford,4/15/2011,April,2011,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,4/22/2011,April,2011,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,4/29/2011,April,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,5/6/2011,May,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,5/13/2011,May,2011,2,6,0,8,,,,,,,,,,,,,,
Ardmore Woodford,5/20/2011,May,2011,2,6,0,8,,,,,,,,,,,,,,
Ardmore Woodford,5/27/2011,May,2011,2,6,0,8,,,,,,,,,,,,,,
Ardmore Woodford,6/3/2011,June,2011,2,6,0,8,,,,,,,,,,,,,,
Ardmore Woodford,6/10/2011,June,2011,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,6/17/2011,June,2011,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,6/24/2011,June,2011,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,7/1/2011,July,2011,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,7/8/2011,July,2011,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,7/15/2011,July,2011,3,7,0,10,,,,,,,,,,,,,,
Ardmore Woodford,7/22/2011,July,2011,3,7,0,10,,,,,,,,,,,,,,
Ardmore Woodford,7/29/2011,July,2011,3,6,0,9,,,,,,,,,,,,,,
Ardmore Woodford,8/5/2011,August,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,8/12/2011,August,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,8/19/2011,August,2011,3,7,0,10,,,,,,,,,,,,,,
Ardmore Woodford,8/26/2011,August,2011,3,6,0,9,,,,,,,,,,,,,,
Ardmore Woodford,9/2/2011,September,2011,3,7,0,10,,,,,,,,,,,,,,
Ardmore Woodford,9/9/2011,September,2011,4,7,0,11,,,,,,,,,,,,,,
Ardmore Woodford,9/16/2011,September,2011,3,7,0,10,,,,,,,,,,,,,,
Ardmore Woodford,9/23/2011,September,2011,3,8,0,11,,,,,,,,,,,,,,
Ardmore Woodford,9/30/2011,September,2011,4,7,0,11,,,,,,,,,,,,,,
Ardmore Woodford,10/7/2011,October,2011,5,7,0,12,,,,,,,,,,,,,,
Ardmore Woodford,10/14/2011,October,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,10/21/2011,October,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,10/28/2011,October,2011,5,6,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/4/2011,November,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,11/11/2011,November,2011,6,6,0,12,,,,,,,,,,,,,,
Ardmore Woodford,11/18/2011,November,2011,3,5,0,8,,,,,,,,,,,,,,
Ardmore Woodford,11/25/2011,November,2011,4,7,0,11,,,,,,,,,,,,,,
Ardmore Woodford,12/2/2011,December,2011,4,8,0,12,,,,,,,,,,,,,,
Ardmore Woodford,12/9/2011,December,2011,4,8,0,12,,,,,,,,,,,,,,
Ardmore Woodford,12/16/2011,December,2011,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,12/23/2011,December,2011,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,12/30/2011,December,2011,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,1/6/2012,January,2012,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,1/13/2012,January,2012,3,5,0,8,,,,,,,,,,,,,,
Ardmore Woodford,1/20/2012,January,2012,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,1/27/2012,January,2012,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,2/3/2012,February,2012,2,7,0,9,,,,,,,,,,,,,,
Ardmore Woodford,2/10/2012,February,2012,2,6,0,8,,,,,,,,,,,,,,
Ardmore Woodford,2/17/2012,February,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,2/24/2012,February,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,3/2/2012,March,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,3/9/2012,March,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,3/16/2012,March,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,3/23/2012,March,2012,0,7,0,7,,,,,,,,,,,,,,
Ardmore Woodford,3/30/2012,March,2012,1,9,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/5/2012,April,2012,1,9,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/13/2012,April,2012,1,9,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/20/2012,April,2012,1,9,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/27/2012,April,2012,1,9,0,10,,,,,,,,,,,,,,
Ardmore Woodford,5/4/2012,May,2012,0,9,0,9,,,,,,,,,,,,,,
Ardmore Woodford,5/11/2012,May,2012,0,9,0,9,,,,,,,,,,,,,,
Ardmore Woodford,5/18/2012,May,2012,0,9,0,9,,,,,,,,,,,,,,
Ardmore Woodford,5/25/2012,May,2012,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,6/1/2012,June,2012,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,6/8/2012,June,2012,5,5,0,10,,,,,,,,,,,,,,
Ardmore Woodford,6/15/2012,June,2012,7,3,0,10,,,,,,,,,,,,,,
Ardmore Woodford,6/22/2012,June,2012,8,2,0,10,,,,,,,,,,,,,,
Ardmore Woodford,6/29/2012,June,2012,9,1,0,10,,,,,,,,,,,,,,
Ardmore Woodford,7/6/2012,July,2012,8,2,0,10,,,,,,,,,,,,,,
Ardmore Woodford,7/13/2012,July,2012,9,1,0,10,,,,,,,,,,,,,,
Ardmore Woodford,7/20/2012,July,2012,10,1,0,11,,,,,,,,,,,,,,
Ardmore Woodford,7/27/2012,July,2012,10,1,0,11,,,,,,,,,,,,,,
Ardmore Woodford,8/3/2012,August,2012,10,1,0,11,,,,,,,,,,,,,,
Ardmore Woodford,8/10/2012,August,2012,9,1,0,10,,,,,,,,,,,,,,
Ardmore Woodford,8/17/2012,August,2012,9,1,0,10,,,,,,,,,,,,,,
Ardmore Woodford,8/24/2012,August,2012,9,2,0,11,,,,,,,,,,,,,,
Ardmore Woodford,8/31/2012,August,2012,9,2,0,11,,,,,,,,,,,,,,
Ardmore Woodford,9/7/2012,September,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,9/14/2012,September,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,9/21/2012,September,2012,6,2,0,8,,,,,,,,,,,,,,
Ardmore Woodford,9/28/2012,September,2012,7,3,0,10,,,,,,,,,,,,,,
Ardmore Woodford,10/5/2012,October,2012,7,3,0,10,,,,,,,,,,,,,,
Ardmore Woodford,10/12/2012,October,2012,8,2,0,10,,,,,,,,,,,,,,
Ardmore Woodford,10/19/2012,October,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,10/26/2012,October,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/2/2012,November,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/9/2012,November,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/16/2012,November,2012,8,3,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/21/2012,November,2012,7,4,0,11,,,,,,,,,,,,,,
Ardmore Woodford,11/30/2012,November,2012,6,4,0,10,,,,,,,,,,,,,,
Ardmore Woodford,12/7/2012,December,2012,6,4,0,10,,,,,,,,,,,,,,
Ardmore Woodford,12/14/2012,December,2012,8,4,0,12,,,,,,,,,,,,,,
Ardmore Woodford,12/21/2012,December,2012,7,5,0,12,,,,,,,,,,,,,,
Ardmore Woodford,12/28/2012,December,2012,7,5,0,12,,,,,,,,,,,,,,
Ardmore Woodford,1/4/2013,January,2013,7,5,0,12,,,,,,,,,,,,,,
Ardmore Woodford,1/11/2013,January,2013,8,5,0,13,,,,,,,,,,,,,,
Ardmore Woodford,1/18/2013,January,2013,7,5,0,12,,,,,,,,,,,,,,
Ardmore Woodford,1/25/2013,January,2013,6,6,0,12,,,,,,,,,,,,,,
Ardmore Woodford,2/1/2013,February,2013,6,6,0,12,,,,,,,,,,,,,,
Ardmore Woodford,2/8/2013,February,2013,6,6,0,12,,,,,,,,,,,,,,
Ardmore Woodford,2/15/2013,February,2013,6,6,0,12,,,,,,,,,,,,,,
Ardmore Woodford,2/22/2013,February,2013,4,8,0,12,,,,,,,,,,,,,,
Ardmore Woodford,3/1/2013,March,2013,4,8,0,12,,,,,,,,,,,,,,
Ardmore Woodford,3/8/2013,March,2013,4,7,0,11,,,,,,,,,,,,,,
Ardmore Woodford,3/15/2013,March,2013,5,7,0,12,,,,,,,,,,,,,,
Ardmore Woodford,3/22/2013,March,2013,4,6,0,10,,,,,,,,,,,,,,
Ardmore Woodford,3/28/2013,March,2013,7,6,1,14,,,,,,,,,,,,,,
Ardmore Woodford,4/5/2013,April,2013,6,6,1,13,,,,,,,,,,,,,,
Ardmore Woodford,4/12/2013,April,2013,5,4,1,10,,,,,,,,,,,,,,
Ardmore Woodford,4/19/2013,April,2013,4,5,0,9,,,,,,,,,,,,,,
Ardmore Woodford,4/26/2013,April,2013,6,5,0,11,,,,,,,,,,,,,,
Ardmore Woodford,5/3/2013,May,2013,6,5,0,11,,,,,,,,,,,,,,
Ardmore Woodford,5/10/2013,May,2013,6,5,0,11,,,,,,,,,,,,,,
Ardmore Woodford,5/17/2013,May,2013,7,5,0,12,,,,,,,,,,,,,,
Ardmore Woodford,5/24/2013,May,2013,11,0,0,11,,,,,,,,,,,,,,
Ardmore Woodford,5/31/2013,May,2013,11,0,0,11,,,,,,,,,,,,,,
Ardmore Woodford,6/7/2013,June,2013,11,0,0,11,,,,,,,,,,,,,,
Ardmore Woodford,6/14/2013,June,2013,13,0,0,13,,,,,,,,,,,,,,
Ardmore Woodford,6/21/2013,June,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,6/28/2013,June,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,7/3/2013,July,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,7/12/2013,July,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,7/19/2013,July,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,7/26/2013,July,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,8/2/2013,August,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,8/9/2013,August,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,8/16/2013,August,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,8/23/2013,August,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,8/30/2013,August,2013,13,0,0,13,,,,,,,,,,,,,,
Ardmore Woodford,9/6/2013,September,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,9/13/2013,September,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,9/20/2013,September,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,9/27/2013,September,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,10/4/2013,October,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,10/11/2013,October,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,10/18/2013,October,2013,14,0,0,14,,,,,,,,,,,,,,
Ardmore Woodford,10/25/2013,October,2013,13,1,0,14,,,,,,,,,,,,,,
Ardmore Woodford,11/1/2013,November,2013,11,1,0,12,,,,,,,,,,,,,,
Ardmore Woodford,11/8/2013,November,2013,11,2,0,13,,,,,,,,,,,,,,
Ardmore Woodford,11/15/2013,November,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,11/22/2013,November,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,11/27/2013,November,2013,12,1,0,13,,,,,,,,,,,,,,
Ardmore Woodford,12/6/2013,December,2013,13,0,0,13,,,,,,,,,,,,,,
Ardmore Woodford,12/13/2013,December,2013,13,0,0,13,,,,,,,,,,,,,,
Ardmore Woodford,12/20/2013,December,2013,13,0,0,13,,,,,,,,,,,,,,
Ardmore Woodford,12/27/2013,December,2013,10,0,0,10,,,,,,,,,,,,,,
Ardmore Woodford,1/3/2014,January,2014,10,0,0,10,,,,,,,,,,,,,,
Ardmore Woodford,1/10/2014,January,2014,11,0,0,11,,,,,,,,,,,,,,
Ardmore Woodford,1/17/2014,January,2014,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,1/24/2014,January,2014,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,1/31/2014,January,2014,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,2/7/2014,February,2014,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,2/14/2014,February,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,2/21/2014,February,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,2/28/2014,February,2014,8,1,0,9,,,,,,,,,,,,,,
Ardmore Woodford,3/7/2014,March,2014,8,1,0,9,,,,,,,,,,,,,,
Ardmore Woodford,3/14/2014,March,2014,8,1,0,9,,,,,,,,,,,,,,
Ardmore Woodford,3/21/2014,March,2014,9,0,0,9,,,,,,,,,,,,,,
Ardmore Woodford,3/28/2014,March,2014,10,0,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/4/2014,April,2014,10,0,0,10,,,,,,,,,,,,,,
Ardmore Woodford,4/11/2014,April,2014,9,0,0,9,,,,,,,,,,,,,,
Ardmore Woodford,4/17/2014,April,2014,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,4/25/2014,April,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,5/2/2014,May,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,5/9/2014,May,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/16/2014,May,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/23/2014,May,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,5/30/2014,May,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,6/6/2014,June,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,6/13/2014,June,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,6/20/2014,June,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,6/27/2014,June,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,7/3/2014,July,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,7/11/2014,July,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,7/18/2014,July,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,7/25/2014,July,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,8/1/2014,August,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,8/8/2014,August,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,8/15/2014,August,2014,5,1,0,6,,,,,,,,,,,,,,
Ardmore Woodford,8/22/2014,August,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,8/29/2014,August,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,9/5/2014,September,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,9/12/2014,September,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/19/2014,September,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/26/2014,September,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,10/3/2014,October,2014,4,0,0,4,,,,,,,,,,,,,,
Ardmore Woodford,10/10/2014,October,2014,4,0,0,4,,,,,,,,,,,,,,
Ardmore Woodford,10/17/2014,October,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,10/24/2014,October,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,10/31/2014,October,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,11/7/2014,November,2014,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,11/14/2014,November,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,11/21/2014,November,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,11/26/2014,November,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,12/5/2014,December,2014,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,12/12/2014,December,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,12/19/2014,December,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,12/26/2014,December,2014,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,1/2/2015,January,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,1/9/2015,January,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,1/16/2015,January,2015,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,1/23/2015,January,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,1/30/2015,January,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,2/6/2015,February,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,2/13/2015,February,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,2/20/2015,February,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,2/27/2015,February,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,3/6/2015,March,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,3/13/2015,March,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,3/20/2015,March,2015,4,1,0,5,,,,,,,,,,,,,,
Ardmore Woodford,3/27/2015,March,2015,3,1,0,4,,,,,,,,,,,,,,
Ardmore Woodford,4/2/2015,April,2015,7,1,0,8,,,,,,,,,,,,,,
Ardmore Woodford,4/10/2015,April,2015,8,1,0,9,,,,,,,,,,,,,,
Ardmore Woodford,4/17/2015,April,2015,5,1,0,6,,,,,,,,,,,,,,
Ardmore Woodford,4/24/2015,April,2015,5,1,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/1/2015,May,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/8/2015,May,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/15/2015,May,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/22/2015,May,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,5/29/2015,May,2015,6,0,0,6,,,,,,,,,,,,,,
Ardmore Woodford,6/5/2015,June,2015,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,6/12/2015,June,2015,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,6/19/2015,June,2015,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,6/26/2015,June,2015,8,0,0,8,,,,,,,,,,,,,,
Ardmore Woodford,7/2/2015,July,2015,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,7/10/2015,July,2015,7,0,0,7,,,,,,,,,,,,,,
Ardmore Woodford,7/17/2015,July,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,7/24/2015,July,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,7/31/2015,July,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,8/7/2015,August,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,8/14/2015,August,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,8/21/2015,August,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,8/28/2015,August,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/4/2015,September,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/11/2015,September,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/18/2015,September,2015,5,0,0,5,,,,,,,,,,,,,,
Ardmore Woodford,9/25/2015,September,2015,4,0,0,4,,,,,,,,,,,,,,
Ardmore Woodford,10/2/2015,October,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,10/9/2015,October,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,10/16/2015,October,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,10/23/2015,October,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,10/30/2015,October,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,11/6/2015,November,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,11/13/2015,November,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,11/20/2015,November,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,11/25/2015,November,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,12/4/2015,December,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,12/11/2015,December,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,12/18/2015,December,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,12/23/2015,December,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,12/31/2015,December,2015,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,1/8/2016,January,2016,3,0,0,3,,,,,,,,,,,,,,
Ardmore Woodford,1/15/2016,January,2016,3,0,0,3,,,,,,,,,,,,,,
Ardmore Woodford,1/22/2016,January,2016,3,0,0,3,,,,,,,,,,,,,,
Ardmore Woodford,1/29/2016,January,2016,3,0,0,3,,,,,,,,,,,,,,
Ardmore Woodford,2/5/2016,February,2016,3,0,0,3,,,,,,,,,,,,,,
Ardmore Woodford,2/12/2016,February,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,2/19/2016,February,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,2/26/2016,February,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,3/4/2016,March,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,3/11/2016,March,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,3/18/2016,March,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,3/24/2016,March,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,4/1/2016,April,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,4/8/2016,April,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,4/15/2016,April,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,4/22/2016,April,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,4/29/2016,April,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,5/6/2016,May,2016,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,5/13/2016,May,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,5/20/2016,May,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,5/27/2016,May,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,6/3/2016,June,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,6/10/2016,June,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,6/17/2016,June,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,6/24/2016,June,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,7/1/2016,July,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,7/8/2016,July,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,7/15/2016,July,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,7/22/2016,July,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,7/29/2016,July,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,8/5/2016,August,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,8/12/2016,August,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,8/19/2016,August,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,8/26/2016,August,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,9/2/2016,September,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,9/9/2016,September,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,9/16/2016,September,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,9/23/2016,September,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,9/30/2016,September,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,10/7/2016,October,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,10/14/2016,October,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,10/21/2016,October,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,10/28/2016,October,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,11/4/2016,November,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,11/11/2016,November,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,11/18/2016,November,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,11/23/2016,November,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,12/2/2016,December,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,12/9/2016,December,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,12/16/2016,December,2016,0,0,0,0,,,,,,,,,,,,,,
Ardmore Woodford,12/23/2016,December,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,12/30/2016,December,2016,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,1/6/2017,January,2017,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,1/13/2017,January,2017,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,1/20/2017,January,2017,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,1/27/2017,January,2017,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,2/3/2017,February,2017,1,0,0,1,,,,,,,,,,,,,,
Ardmore Woodford,2/10/2017,February,2017,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,2/17/2017,February,2017,2,0,0,2,,,,,,,,,,,,,,
Ardmore Woodford,2/24/2017,February,2017,2,0,0,2,,,,,,,,,,,,,,
