,basin_name,date,rig_count
228,Ardmore Woodford,2015-06-19,8
229,Ardmore Woodford,2015-06-26,8
230,Ardmore Woodford,2015-07-02,7
231,Ardmore Woodford,2015-07-10,7
232,Ardmore Woodford,2015-07-17,5
233,Ardmore Woodford,2015-07-24,5
234,Ardmore Woodford,2015-07-31,5
235,Ardmore Woodford,2015-08-07,5
236,Ardmore Woodford,2015-08-14,5
237,Ardmore Woodford,2015-08-21,5
238,Ardmore Woodford,2015-08-28,5
239,Ardmore Woodford,2015-09-04,5
240,Ardmore Woodford,2015-09-11,5
241,Ardmore Woodford,2015-09-18,5
242,Ardmore Woodford,2015-09-25,4
243,Ardmore Woodford,2015-10-02,2
244,Ardmore Woodford,2015-10-09,2
245,Ardmore Woodford,2015-10-16,2
246,Ardmore Woodford,2015-10-23,2
247,Ardmore Woodford,2015-10-30,2
248,Ardmore Woodford,2015-11-06,2
249,Ardmore Woodford,2015-11-13,2
250,Ardmore Woodford,2015-11-20,2
251,Ardmore Woodford,2015-11-25,2
252,Ardmore Woodford,2015-12-04,2
253,Ardmore Woodford,2015-12-11,2
254,Ardmore Woodford,2015-12-18,2
255,Ardmore Woodford,2015-12-23,2
256,Ardmore Woodford,2015-12-31,2
257,Ardmore Woodford,2016-01-08,3
258,Ardmore Woodford,2016-01-15,3
259,Ardmore Woodford,2016-01-22,3
260,Ardmore Woodford,2016-01-29,3
261,Ardmore Woodford,2016-02-05,3
262,Ardmore Woodford,2016-02-12,2
263,Ardmore Woodford,2016-02-19,2
264,Ardmore Woodford,2016-02-26,2
265,Ardmore Woodford,2016-03-04,2
266,Ardmore Woodford,2016-03-11,2
267,Ardmore Woodford,2016-03-18,2
268,Ardmore Woodford,2016-03-24,1
269,Ardmore Woodford,2016-04-01,2
270,Ardmore Woodford,2016-04-08,2
271,Ardmore Woodford,2016-04-15,2
272,Ardmore Woodford,2016-04-22,2
273,Ardmore Woodford,2016-04-29,2
274,Ardmore Woodford,2016-05-06,2
275,Ardmore Woodford,2016-05-13,1
276,Ardmore Woodford,2016-05-20,1
277,Ardmore Woodford,2016-05-27,1
278,Ardmore Woodford,2016-06-03,1
279,Ardmore Woodford,2016-06-10,1
280,Ardmore Woodford,2016-06-17,1
281,Ardmore Woodford,2016-06-24,0
282,Ardmore Woodford,2016-07-01,0
283,Ardmore Woodford,2016-07-08,0
284,Ardmore Woodford,2016-07-15,1
285,Ardmore Woodford,2016-07-22,1
286,Ardmore Woodford,2016-07-29,1
287,Ardmore Woodford,2016-08-05,1
288,Ardmore Woodford,2016-08-12,1
289,Ardmore Woodford,2016-08-19,1
290,Ardmore Woodford,2016-08-26,1
291,Ardmore Woodford,2016-09-02,1
292,Ardmore Woodford,2016-09-09,1
293,Ardmore Woodford,2016-09-16,1
294,Ardmore Woodford,2016-09-23,1
295,Ardmore Woodford,2016-09-30,0
296,Ardmore Woodford,2016-10-07,0
297,Ardmore Woodford,2016-10-14,0
298,Ardmore Woodford,2016-10-21,0
299,Ardmore Woodford,2016-10-28,0
300,Ardmore Woodford,2016-11-04,0
301,Ardmore Woodford,2016-11-11,0
302,Ardmore Woodford,2016-11-18,0
303,Ardmore Woodford,2016-11-23,0
304,Ardmore Woodford,2016-12-02,0
305,Ardmore Woodford,2016-12-09,0
306,Ardmore Woodford,2016-12-16,0
307,Ardmore Woodford,2016-12-23,1
308,Ardmore Woodford,2016-12-30,1
309,Ardmore Woodford,2017-01-06,1
310,Ardmore Woodford,2017-01-13,1
311,Ardmore Woodford,2017-01-20,1
312,Ardmore Woodford,2017-01-27,1
313,Ardmore Woodford,2017-02-03,1
314,Ardmore Woodford,2017-02-10,2
315,Ardmore Woodford,2017-02-17,2
316,Ardmore Woodford,2017-02-24,2
317,Ardmore Woodford,2017-03-03,2
318,Ardmore Woodford,2017-03-10,2
319,Ardmore Woodford,2017-03-17,2
320,Ardmore Woodford,2017-03-24,2
321,Ardmore Woodford,2017-03-31,2
322,Ardmore Woodford,2017-04-07,2
323,Ardmore Woodford,2017-04-13,2
324,Ardmore Woodford,2017-04-21,2
325,Ardmore Woodford,2017-04-28,2
326,Ardmore Woodford,2017-05-05,1
327,Ardmore Woodford,2017-05-12,1
328,Ardmore Woodford,2017-05-19,1
329,Ardmore Woodford,2017-05-26,1
330,Ardmore Woodford,2017-06-02,1
331,Ardmore Woodford,2017-06-09,0
332,Ardmore Woodford,2017-06-16,0
333,Ardmore Woodford,2017-06-23,1
334,Ardmore Woodford,2017-06-30,1
335,Ardmore Woodford,2017-07-07,1
336,Ardmore Woodford,2017-07-14,1
337,Ardmore Woodford,2017-07-21,1
338,Ardmore Woodford,2017-07-28,1
339,Ardmore Woodford,2017-08-04,1
340,Ardmore Woodford,2017-08-11,1
341,Ardmore Woodford,2017-08-18,2
342,Ardmore Woodford,2017-08-25,2
343,Ardmore Woodford,2017-09-01,2
344,Ardmore Woodford,2017-09-08,2
345,Ardmore Woodford,2017-09-15,2
346,Ardmore Woodford,2017-09-22,2
347,Ardmore Woodford,2017-09-29,2
348,Ardmore Woodford,2017-10-06,2
349,Ardmore Woodford,2017-10-13,2
350,Ardmore Woodford,2017-10-20,2
351,Ardmore Woodford,2017-10-27,2
352,Ardmore Woodford,2017-11-03,1
353,Ardmore Woodford,2017-11-10,1
354,Ardmore Woodford,2017-11-17,1
355,Ardmore Woodford,2017-11-22,1
356,Ardmore Woodford,2017-12-01,1
357,Ardmore Woodford,2017-12-08,1
358,Ardmore Woodford,2017-12-15,1
359,Ardmore Woodford,2017-12-22,1
360,Ardmore Woodford,2017-12-29,1
361,Ardmore Woodford,2018-01-05,1
362,Ardmore Woodford,2018-01-12,1
363,Ardmore Woodford,2018-01-19,1
364,Ardmore Woodford,2018-01-26,1
365,Ardmore Woodford,2018-02-02,1
366,Ardmore Woodford,2018-02-09,2
367,Ardmore Woodford,2018-02-16,1
368,Ardmore Woodford,2018-02-23,1
369,Ardmore Woodford,2018-03-02,1
370,Ardmore Woodford,2018-03-09,1
371,Ardmore Woodford,2018-03-16,1
372,Ardmore Woodford,2018-03-23,1
373,Ardmore Woodford,2018-03-29,1
374,Ardmore Woodford,2018-04-06,1
375,Ardmore Woodford,2018-04-13,1
376,Ardmore Woodford,2018-04-20,1
377,Ardmore Woodford,2018-04-27,2
378,Ardmore Woodford,2018-05-04,2
379,Ardmore Woodford,2018-05-11,2
380,Ardmore Woodford,2018-05-18,2
381,Ardmore Woodford,2018-05-25,3
382,Ardmore Woodford,2018-06-01,3
383,Ardmore Woodford,2018-06-08,3
384,Ardmore Woodford,2018-06-15,3
385,Ardmore Woodford,2018-06-22,3
386,Ardmore Woodford,2018-06-29,3
387,Ardmore Woodford,2018-07-06,2
388,Ardmore Woodford,2018-07-13,2
389,Ardmore Woodford,2018-07-20,2
390,Ardmore Woodford,2018-07-27,2
391,Ardmore Woodford,2018-08-03,2
392,Ardmore Woodford,2018-08-10,2
393,Ardmore Woodford,2018-08-17,2
394,Ardmore Woodford,2018-08-24,2
395,Ardmore Woodford,2018-08-31,2
396,Ardmore Woodford,2018-09-07,2
397,Ardmore Woodford,2018-09-14,2
398,Ardmore Woodford,2018-09-21,2
399,Ardmore Woodford,2018-09-28,3
400,Ardmore Woodford,2018-10-05,3
401,Ardmore Woodford,2018-10-12,3
402,Ardmore Woodford,2018-10-19,3
403,Ardmore Woodford,2018-10-26,3
404,Ardmore Woodford,2018-11-02,3
405,Ardmore Woodford,2018-11-09,3
406,Ardmore Woodford,2018-11-16,3
407,Ardmore Woodford,2018-11-21,3
408,Ardmore Woodford,2018-11-30,3
409,Ardmore Woodford,2018-12-07,2
410,Ardmore Woodford,2018-12-14,2
411,Ardmore Woodford,2018-12-21,2
412,Ardmore Woodford,2018-12-28,2
413,Ardmore Woodford,2019-01-04,2
414,Ardmore Woodford,2019-01-11,2
415,Ardmore Woodford,2019-01-18,3
416,Ardmore Woodford,2019-01-25,3
417,Ardmore Woodford,2019-02-01,3
418,Ardmore Woodford,2019-02-08,5
419,Ardmore Woodford,2019-02-15,5
420,Ardmore Woodford,2019-02-22,5
421,Ardmore Woodford,2019-03-01,5
422,Ardmore Woodford,2019-03-08,5
423,Ardmore Woodford,2019-03-15,5
424,Ardmore Woodford,2019-03-22,5
425,Ardmore Woodford,2019-03-29,5
426,Ardmore Woodford,2019-04-05,5
427,Ardmore Woodford,2019-04-12,5
428,Ardmore Woodford,2019-04-18,5
429,Ardmore Woodford,2019-04-26,5
430,Ardmore Woodford,2019-05-03,5
431,Ardmore Woodford,2019-05-10,5
432,Ardmore Woodford,2019-05-17,5
433,Ardmore Woodford,2019-05-24,5
434,Ardmore Woodford,2019-05-31,5
