,Date,Total Approve,Total Disapprove,Total_Approve,Total_Disapprove,Relative_Approval,Neutral
1159,2013-03-30,54%,45%,54,45,9,1
1160,2013-03-29,53%,45%,53,45,8,2
1161,2013-03-28,53%,46%,53,46,7,1
1162,2013-03-27,51%,48%,51,48,3,1
1163,2013-03-26,51%,48%,51,48,3,1
1164,2013-03-25,52%,47%,52,47,5,1
1165,2013-03-24,53%,47%,53,47,6,0
1166,2013-03-23,52%,47%,52,47,5,1
1167,2013-03-22,52%,47%,52,47,5,1
1168,2013-03-21,52%,47%,52,47,5,1
1169,2013-03-20,52%,47%,52,47,5,1
1170,2013-03-19,50%,48%,50,48,2,2
1171,2013-03-18,51%,47%,51,47,4,2
1172,2013-03-17,51%,47%,51,47,4,2
1173,2013-03-16,51%,48%,51,48,3,1
1174,2013-03-15,50%,49%,50,49,1,1
1175,2013-03-14,50%,49%,50,49,1,1
1176,2013-03-13,51%,49%,51,49,2,0
1177,2013-03-12,52%,47%,52,47,5,1
1178,2013-03-11,51%,48%,51,48,3,1
1179,2013-03-10,51%,48%,51,48,3,1
1180,2013-03-09,51%,48%,51,48,3,1
1181,2013-03-08,51%,48%,51,48,3,1
1182,2013-03-07,51%,48%,51,48,3,1
1183,2013-03-06,51%,48%,51,48,3,1
1184,2013-03-05,51%,48%,51,48,3,1
1185,2013-03-04,51%,47%,51,47,4,2
1186,2013-03-03,51%,47%,51,47,4,2
1187,2013-03-02,52%,47%,52,47,5,1
1188,2013-03-01,52%,46%,52,46,6,2
1189,2013-02-28,51%,48%,51,48,3,1
1190,2013-02-27,50%,48%,50,48,2,2
1191,2013-02-26,52%,47%,52,47,5,1
1192,2013-02-25,54%,45%,54,45,9,1
1193,2013-02-24,54%,46%,54,46,8,0
1194,2013-02-23,52%,47%,52,47,5,1
1195,2013-02-22,52%,47%,52,47,5,1
1196,2013-02-21,51%,47%,51,47,4,2
1197,2013-02-20,52%,46%,52,46,6,2
1198,2013-02-19,53%,46%,53,46,7,1
1199,2013-02-18,54%,46%,54,46,8,0
1200,2013-02-17,52%,47%,52,47,5,1
1201,2013-02-16,53%,46%,53,46,7,1
1202,2013-02-15,53%,46%,53,46,7,1
1203,2013-02-14,54%,45%,54,45,9,1
1204,2013-02-13,56%,44%,56,44,12,0
1205,2013-02-12,55%,44%,55,44,11,1
1206,2013-02-11,54%,45%,54,45,9,1
1207,2013-02-10,52%,47%,52,47,5,1
1208,2013-02-09,52%,46%,52,46,6,2
1209,2013-02-08,52%,47%,52,47,5,1
1210,2013-02-07,51%,48%,51,48,3,1
1211,2013-02-06,53%,46%,53,46,7,1
1212,2013-02-05,54%,45%,54,45,9,1
1213,2013-02-04,55%,44%,55,44,11,1
1214,2013-02-03,54%,45%,54,45,9,1
1215,2013-02-02,54%,45%,54,45,9,1
1216,2013-02-01,56%,44%,56,44,12,0
1217,2013-01-31,54%,45%,54,45,9,1
1218,2013-01-30,53%,46%,53,46,7,1
1219,2013-01-29,53%,46%,53,46,7,1
1220,2013-01-28,54%,46%,54,46,8,0
1221,2013-01-27,55%,45%,55,45,10,0
1222,2013-01-26,54%,45%,54,45,9,1
1223,2013-01-25,55%,44%,55,44,11,1
1224,2013-01-24,54%,45%,54,45,9,1
1225,2013-01-23,55%,43%,55,43,12,2
1226,2013-01-22,55%,44%,55,44,11,1
1227,2013-01-21,55%,45%,55,45,10,0
1228,2013-01-20,55%,45%,55,45,10,0
1229,2013-01-19,54%,45%,54,45,9,1
1230,2013-01-18,54%,45%,54,45,9,1
1231,2013-01-17,55%,45%,55,45,10,0
1232,2013-01-16,54%,46%,54,46,8,0
1233,2013-01-15,54%,45%,54,45,9,1
1234,2013-01-14,54%,44%,54,44,10,2
1235,2013-01-13,55%,43%,55,43,12,2
1236,2013-01-12,54%,44%,54,44,10,2
1237,2013-01-11,52%,46%,52,46,6,2
1238,2013-01-10,52%,45%,52,45,7,3
1239,2013-01-09,53%,45%,53,45,8,2
1240,2013-01-08,54%,43%,54,43,11,3
1241,2013-01-07,53%,45%,53,45,8,2
1242,2013-01-06,55%,43%,55,43,12,2
1243,2013-01-05,56%,43%,56,43,13,1
1244,2013-01-04,57%,41%,57,41,16,2
1245,2013-01-03,57%,42%,57,42,15,1
1246,2012-12-31,57%,41%,57,41,16,2
1247,2012-12-30,57%,42%,57,42,15,1
1248,2012-12-29,56%,43%,56,43,13,1
1249,2012-12-28,55%,43%,55,43,12,2
1250,2012-12-27,55%,43%,55,43,12,2
1251,2012-12-23,56%,43%,56,43,13,1
1252,2012-12-22,57%,42%,57,42,15,1
1253,2012-12-21,56%,43%,56,43,13,1
1254,2012-12-20,56%,43%,56,43,13,1
1255,2012-12-19,55%,43%,55,43,12,2
1256,2012-12-18,55%,43%,55,43,12,2
1257,2012-12-17,55%,44%,55,44,11,1
1258,2012-12-16,57%,42%,57,42,15,1
1259,2012-12-15,56%,42%,56,42,14,2
1260,2012-12-14,55%,43%,55,43,12,2
1261,2012-12-13,52%,46%,52,46,6,2
1262,2012-12-12,55%,44%,55,44,11,1
1263,2012-12-11,56%,43%,56,43,13,1
1264,2012-12-10,58%,41%,58,41,17,1
1265,2012-12-09,56%,43%,56,43,13,1
1266,2012-12-08,56%,43%,56,43,13,1
1267,2012-12-07,53%,46%,53,46,7,1
1268,2012-12-06,54%,45%,54,45,9,1
1269,2012-12-05,55%,44%,55,44,11,1
1270,2012-12-04,56%,43%,56,43,13,1
1271,2012-12-03,56%,42%,56,42,14,2
1272,2012-12-02,56%,44%,56,44,12,0
1273,2012-12-01,55%,44%,55,44,11,1
1274,2012-11-30,54%,45%,54,45,9,1
1275,2012-11-29,55%,44%,55,44,11,1
1276,2012-11-28,54%,45%,54,45,9,1
1277,2012-11-27,55%,44%,55,44,11,1
1278,2012-11-26,54%,45%,54,45,9,1
1279,2012-11-21,54%,45%,54,45,9,1
1280,2012-11-20,55%,44%,55,44,11,1
1281,2012-11-19,53%,46%,53,46,7,1
1282,2012-11-18,53%,46%,53,46,7,1
1283,2012-11-17,53%,46%,53,46,7,1
1284,2012-11-16,53%,46%,53,46,7,1
1285,2012-11-15,54%,45%,54,45,9,1
1286,2012-11-14,54%,45%,54,45,9,1
1287,2012-11-13,55%,44%,55,44,11,1
1288,2012-11-12,54%,45%,54,45,9,1
1289,2012-11-11,53%,45%,53,45,8,2
1290,2012-11-10,51%,47%,51,47,4,2
1291,2012-11-09,51%,48%,51,48,3,1
1292,2012-11-08,52%,47%,52,47,5,1
1293,2012-11-07,52%,48%,52,48,4,0
1294,2012-11-06,50%,49%,50,49,1,1
1295,2012-11-05,50%,49%,50,49,1,1
1296,2012-11-04,51%,49%,51,49,2,0
1297,2012-11-03,51%,48%,51,48,3,1
1298,2012-11-02,50%,49%,50,49,1,1
1299,2012-11-01,49%,49%,49,49,0,2
1300,2012-10-31,49%,49%,49,49,0,2
1301,2012-10-30,49%,50%,49,50,-1,1
1302,2012-10-29,49%,51%,49,51,-2,0
1303,2012-10-28,47%,52%,47,52,-5,1
1304,2012-10-27,47%,52%,47,52,-5,1
1305,2012-10-26,48%,51%,48,51,-3,1
1306,2012-10-25,49%,50%,49,50,-1,1
1307,2012-10-24,49%,49%,49,49,0,2
1308,2012-10-23,50%,49%,50,49,1,1
1309,2012-10-22,50%,49%,50,49,1,1
1310,2012-10-21,49%,51%,49,51,-2,0
1311,2012-10-20,47%,52%,47,52,-5,1
1312,2012-10-19,48%,51%,48,51,-3,1
1313,2012-10-18,48%,51%,48,51,-3,1
1314,2012-10-17,49%,50%,49,50,-1,1
1315,2012-10-16,48%,51%,48,51,-3,1
1316,2012-10-15,49%,50%,49,50,-1,1
1317,2012-10-14,48%,51%,48,51,-3,1
1318,2012-10-13,50%,49%,50,49,1,1
1319,2012-10-12,50%,49%,50,49,1,1
1320,2012-10-11,51%,48%,51,48,3,1
1321,2012-10-10,49%,50%,49,50,-1,1
1322,2012-10-09,49%,50%,49,50,-1,1
1323,2012-10-08,51%,49%,51,49,2,0
1324,2012-10-07,50%,49%,50,49,1,1
1325,2012-10-06,50%,49%,50,49,1,1
1326,2012-10-05,50%,48%,50,48,2,2
1327,2012-10-04,49%,49%,49,49,0,2
1328,2012-10-03,49%,50%,49,50,-1,1
1329,2012-10-02,48%,51%,48,51,-3,1
1330,2012-10-01,49%,49%,49,49,0,2
1331,2012-09-30,50%,49%,50,49,1,1
1332,2012-09-29,49%,50%,49,50,-1,1
1333,2012-09-28,48%,51%,48,51,-3,1
1334,2012-09-27,48%,51%,48,51,-3,1
1335,2012-09-26,48%,51%,48,51,-3,1
1336,2012-09-25,48%,51%,48,51,-3,1
1337,2012-09-24,48%,50%,48,50,-2,2
1338,2012-09-23,48%,50%,48,50,-2,2
1339,2012-09-22,50%,49%,50,49,1,1
1340,2012-09-21,51%,48%,51,48,3,1
1341,2012-09-20,51%,48%,51,48,3,1
1342,2012-09-19,49%,50%,49,50,-1,1
1343,2012-09-18,49%,50%,49,50,-1,1
1344,2012-09-17,49%,50%,49,50,-1,1
1345,2012-09-16,50%,49%,50,49,1,1
1346,2012-09-15,49%,50%,49,50,-1,1
1347,2012-09-14,48%,52%,48,52,-4,0
1348,2012-09-13,49%,51%,49,51,-2,0
1349,2012-09-12,51%,48%,51,48,3,1
1350,2012-09-11,52%,47%,52,47,5,1
1351,2012-09-10,52%,47%,52,47,5,1
1352,2012-09-09,52%,47%,52,47,5,1
1353,2012-09-08,49%,50%,49,50,-1,1
1354,2012-09-07,47%,52%,47,52,-5,1
1355,2012-09-06,46%,54%,46,54,-8,0
1356,2012-09-05,47%,52%,47,52,-5,1
1357,2012-09-04,48%,51%,48,51,-3,1
1358,2012-09-03,48%,52%,48,52,-4,0
1359,2012-09-02,48%,51%,48,51,-3,1
1360,2012-09-01,48%,52%,48,52,-4,0
1361,2012-08-31,49%,51%,49,51,-2,0
1362,2012-08-30,49%,51%,49,51,-2,0
1363,2012-08-29,50%,50%,50,50,0,0
1364,2012-08-28,50%,49%,50,49,1,1
1365,2012-08-27,50%,49%,50,49,1,1
1366,2012-08-26,49%,50%,49,50,-1,1
1367,2012-08-25,48%,50%,48,50,-2,2
1368,2012-08-24,48%,51%,48,51,-3,1
1369,2012-08-23,48%,51%,48,51,-3,1
1370,2012-08-22,48%,51%,48,51,-3,1
1371,2012-08-21,49%,50%,49,50,-1,1
1372,2012-08-20,49%,49%,49,49,0,2
1373,2012-08-19,48%,51%,48,51,-3,1
1374,2012-08-18,47%,51%,47,51,-4,2
1375,2012-08-17,48%,51%,48,51,-3,1
1376,2012-08-16,48%,51%,48,51,-3,1
1377,2012-08-15,47%,52%,47,52,-5,1
1378,2012-08-14,48%,52%,48,52,-4,0
1379,2012-08-13,45%,53%,45,53,-8,2
1380,2012-08-12,45%,53%,45,53,-8,2
1381,2012-08-11,43%,54%,43,54,-11,3
1382,2012-08-10,45%,53%,45,53,-8,2
1383,2012-08-09,46%,53%,46,53,-7,1
1384,2012-08-08,49%,50%,49,50,-1,1
1385,2012-08-07,49%,50%,49,50,-1,1
1386,2012-08-06,48%,50%,48,50,-2,2
1387,2012-08-05,46%,52%,46,52,-6,2
1388,2012-08-04,45%,53%,45,53,-8,2
1389,2012-08-03,44%,54%,44,54,-10,2
1390,2012-08-02,45%,53%,45,53,-8,2
1391,2012-08-01,47%,52%,47,52,-5,1
1392,2012-07-31,47%,52%,47,52,-5,1
1393,2012-07-30,47%,52%,47,52,-5,1
1394,2012-07-29,46%,53%,46,53,-7,1
1395,2012-07-28,47%,53%,47,53,-6,0
1396,2012-07-27,47%,53%,47,53,-6,0
1397,2012-07-26,48%,51%,48,51,-3,1
1398,2012-07-25,48%,51%,48,51,-3,1
1399,2012-07-24,48%,50%,48,50,-2,2
1400,2012-07-23,49%,50%,49,50,-1,1
1401,2012-07-22,49%,50%,49,50,-1,1
1402,2012-07-21,48%,51%,48,51,-3,1
1403,2012-07-20,47%,51%,47,51,-4,2
1404,2012-07-19,47%,51%,47,51,-4,2
1405,2012-07-18,46%,51%,46,51,-5,3
1406,2012-07-17,46%,52%,46,52,-6,2
1407,2012-07-16,47%,52%,47,52,-5,1
1408,2012-07-15,48%,51%,48,51,-3,1
1409,2012-07-14,49%,50%,49,50,-1,1
1410,2012-07-13,48%,51%,48,51,-3,1
1411,2012-07-12,46%,52%,46,52,-6,2
1412,2012-07-11,47%,52%,47,52,-5,1
1413,2012-07-10,45%,53%,45,53,-8,2
1414,2012-07-09,47%,52%,47,52,-5,1
1415,2012-07-08,49%,50%,49,50,-1,1
1416,2012-07-07,50%,49%,50,49,1,1
1417,2012-07-06,49%,50%,49,50,-1,1
1418,2012-07-03,46%,53%,46,53,-7,1
1419,2012-07-02,46%,53%,46,53,-7,1
1420,2012-07-01,48%,51%,48,51,-3,1
1421,2012-06-30,50%,49%,50,49,1,1
1422,2012-06-29,49%,49%,49,49,0,2
1423,2012-06-28,47%,51%,47,51,-4,2
1424,2012-06-27,47%,52%,47,52,-5,1
1425,2012-06-26,46%,52%,46,52,-6,2
1426,2012-06-25,46%,52%,46,52,-6,2
1427,2012-06-24,44%,54%,44,54,-10,2
1428,2012-06-23,44%,54%,44,54,-10,2
1429,2012-06-22,44%,54%,44,54,-10,2
1430,2012-06-21,47%,52%,47,52,-5,1
1431,2012-06-20,47%,52%,47,52,-5,1
1432,2012-06-19,45%,53%,45,53,-8,2
1433,2012-06-18,46%,53%,46,53,-7,1
1434,2012-06-17,46%,53%,46,53,-7,1
1435,2012-06-16,48%,51%,48,51,-3,1
1436,2012-06-15,48%,51%,48,51,-3,1
1437,2012-06-14,48%,51%,48,51,-3,1
1438,2012-06-13,47%,52%,47,52,-5,1
1439,2012-06-12,48%,52%,48,52,-4,0
1440,2012-06-11,47%,52%,47,52,-5,1
1441,2012-06-10,48%,51%,48,51,-3,1
1442,2012-06-09,47%,52%,47,52,-5,1
1443,2012-06-08,48%,51%,48,51,-3,1
1444,2012-06-07,48%,51%,48,51,-3,1
1445,2012-06-06,49%,50%,49,50,-1,1
1446,2012-06-05,47%,52%,47,52,-5,1
1447,2012-06-04,47%,52%,47,52,-5,1
1448,2012-06-03,45%,53%,45,53,-8,2
1449,2012-06-02,46%,53%,46,53,-7,1
1450,2012-06-01,48%,51%,48,51,-3,1
1451,2012-05-31,49%,50%,49,50,-1,1
1452,2012-05-30,49%,49%,49,49,0,2
1453,2012-05-29,49%,50%,49,50,-1,1
1454,2012-05-28,49%,50%,49,50,-1,1
1455,2012-05-27,49%,50%,49,50,-1,1
1456,2012-05-26,49%,49%,49,49,0,2
1457,2012-05-25,49%,50%,49,50,-1,1
1458,2012-05-24,51%,49%,51,49,2,0
1459,2012-05-23,51%,48%,51,48,3,1
1460,2012-05-22,50%,50%,50,50,0,0
1461,2012-05-21,50%,49%,50,49,1,1
1462,2012-05-20,49%,50%,49,50,-1,1
1463,2012-05-19,49%,50%,49,50,-1,1
1464,2012-05-18,48%,52%,48,52,-4,0
1465,2012-05-17,47%,52%,47,52,-5,1
1466,2012-05-16,47%,52%,47,52,-5,1
1467,2012-05-15,47%,52%,47,52,-5,1
1468,2012-05-13,46%,53%,46,53,-7,1
1469,2012-05-12,44%,55%,44,55,-11,1
1470,2012-05-11,44%,55%,44,55,-11,1
1471,2012-05-10,46%,53%,46,53,-7,1
1472,2012-05-09,46%,53%,46,53,-7,1
1473,2012-05-08,47%,52%,47,52,-5,1
1474,2012-05-07,48%,52%,48,52,-4,0
1475,2012-05-06,49%,50%,49,50,-1,1
1476,2012-05-05,50%,49%,50,49,1,1
1477,2012-05-04,49%,49%,49,49,0,2
1478,2012-05-03,50%,49%,50,49,1,1
1479,2012-05-02,49%,50%,49,50,-1,1
1480,2012-05-01,47%,52%,47,52,-5,1
1481,2012-04-30,47%,52%,47,52,-5,1
1482,2012-04-29,47%,52%,47,52,-5,1
1483,2012-04-28,49%,50%,49,50,-1,1
1484,2012-04-27,48%,51%,48,51,-3,1
1485,2012-04-26,48%,51%,48,51,-3,1
1486,2012-04-25,46%,53%,46,53,-7,1
1487,2012-04-24,46%,53%,46,53,-7,1
1488,2012-04-23,45%,54%,45,54,-9,1
1489,2012-04-22,47%,52%,47,52,-5,1
1490,2012-04-21,50%,50%,50,50,0,0
1491,2012-04-20,49%,50%,49,50,-1,1
1492,2012-04-19,49%,50%,49,50,-1,1
1493,2012-04-18,47%,51%,47,51,-4,2
1494,2012-04-17,48%,50%,48,50,-2,2
1495,2012-04-16,47%,51%,47,51,-4,2
1496,2012-04-15,46%,52%,46,52,-6,2
1497,2012-04-14,45%,52%,45,52,-7,3
1498,2012-04-13,46%,51%,46,51,-5,3
1499,2012-04-12,48%,50%,48,50,-2,2
1500,2012-04-11,48%,51%,48,51,-3,1
1501,2012-04-10,47%,52%,47,52,-5,1
1502,2012-04-09,49%,50%,49,50,-1,1
1503,2012-04-08,49%,50%,49,50,-1,1
1504,2012-04-07,49%,50%,49,50,-1,1
1505,2012-04-06,47%,52%,47,52,-5,1
1506,2012-04-05,46%,53%,46,53,-7,1
1507,2012-04-04,45%,54%,45,54,-9,1
1508,2012-04-03,46%,52%,46,52,-6,2
1509,2012-04-02,47%,52%,47,52,-5,1
1510,2012-04-01,47%,52%,47,52,-5,1
1511,2012-03-31,47%,52%,47,52,-5,1
1512,2012-03-30,48%,52%,48,52,-4,0
1513,2012-03-29,46%,53%,46,53,-7,1
1514,2012-03-28,48%,51%,48,51,-3,1
1515,2012-03-27,47%,52%,47,52,-5,1
1516,2012-03-26,49%,51%,49,51,-2,0
1517,2012-03-25,46%,52%,46,52,-6,2
1518,2012-03-24,47%,52%,47,52,-5,1
1519,2012-03-23,47%,51%,47,51,-4,2
1520,2012-03-22,47%,51%,47,51,-4,2
1521,2012-03-21,48%,50%,48,50,-2,2
1522,2012-03-20,49%,50%,49,50,-1,1
1523,2012-03-19,49%,50%,49,50,-1,1
1524,2012-03-18,49%,50%,49,50,-1,1
1525,2012-03-17,50%,49%,50,49,1,1
1526,2012-03-16,49%,49%,49,49,0,2
1527,2012-03-15,47%,51%,47,51,-4,2
1528,2012-03-14,47%,52%,47,52,-5,1
1529,2012-03-13,49%,51%,49,51,-2,0
1530,2012-03-12,47%,52%,47,52,-5,1
1531,2012-03-11,44%,54%,44,54,-10,2
1532,2012-03-10,44%,54%,44,54,-10,2
1533,2012-03-09,46%,53%,46,53,-7,1
1534,2012-03-08,49%,50%,49,50,-1,1
1535,2012-03-07,49%,50%,49,50,-1,1
1536,2012-03-06,48%,51%,48,51,-3,1
1537,2012-03-05,45%,54%,45,54,-9,1
1538,2012-03-04,46%,53%,46,53,-7,1
1539,2012-03-03,46%,53%,46,53,-7,1
1540,2012-03-02,48%,52%,48,52,-4,0
1541,2012-03-01,48%,51%,48,51,-3,1
1542,2012-02-29,48%,51%,48,51,-3,1
1543,2012-02-28,47%,52%,47,52,-5,1
1544,2012-02-27,45%,53%,45,53,-8,2
1545,2012-02-26,46%,53%,46,53,-7,1
1546,2012-02-25,47%,51%,47,51,-4,2
1547,2012-02-24,49%,50%,49,50,-1,1
1548,2012-02-23,50%,49%,50,49,1,1
1549,2012-02-22,50%,49%,50,49,1,1
1550,2012-02-21,49%,49%,49,49,0,2
1551,2012-02-20,49%,48%,49,48,1,3
1552,2012-02-19,49%,50%,49,50,-1,1
1553,2012-02-18,50%,49%,50,49,1,1
1554,2012-02-17,48%,51%,48,51,-3,1
1555,2012-02-16,49%,50%,49,50,-1,1
1556,2012-02-15,49%,49%,49,49,0,2
1557,2012-02-14,51%,47%,51,47,4,2
1558,2012-02-13,50%,48%,50,48,2,2
1559,2012-02-12,49%,49%,49,49,0,2
1560,2012-02-11,49%,50%,49,50,-1,1
1561,2012-02-10,51%,49%,51,49,2,0
1562,2012-02-09,50%,49%,50,49,1,1
1563,2012-02-08,50%,49%,50,49,1,1
1564,2012-02-07,51%,48%,51,48,3,1
1565,2012-02-06,50%,48%,50,48,2,2
1566,2012-02-05,48%,50%,48,50,-2,2
1567,2012-02-04,47%,51%,47,51,-4,2
1568,2012-02-03,46%,52%,46,52,-6,2
1569,2012-02-02,47%,51%,47,51,-4,2
1570,2012-02-01,49%,49%,49,49,0,2
1571,2012-01-31,51%,48%,51,48,3,1
1572,2012-01-30,51%,47%,51,47,4,2
1573,2012-01-29,49%,50%,49,50,-1,1
1574,2012-01-28,47%,51%,47,51,-4,2
1575,2012-01-27,46%,52%,46,52,-6,2
1576,2012-01-26,46%,52%,46,52,-6,2
1577,2012-01-25,48%,51%,48,51,-3,1
1578,2012-01-24,48%,51%,48,51,-3,1
1579,2012-01-23,47%,52%,47,52,-5,1
1580,2012-01-22,45%,53%,45,53,-8,2
1581,2012-01-21,46%,52%,46,52,-6,2
1582,2012-01-20,47%,52%,47,52,-5,1
1583,2012-01-19,47%,52%,47,52,-5,1
1584,2012-01-18,46%,52%,46,52,-6,2
1585,2012-01-17,46%,53%,46,53,-7,1
1586,2012-01-16,45%,54%,45,54,-9,1
1587,2012-01-15,45%,53%,45,53,-8,2
1588,2012-01-14,46%,53%,46,53,-7,1
1589,2012-01-13,47%,52%,47,52,-5,1
1590,2012-01-12,47%,52%,47,52,-5,1
1591,2012-01-11,46%,54%,46,54,-8,0
1592,2012-01-10,44%,55%,44,55,-11,1
1593,2012-01-09,44%,55%,44,55,-11,1
1594,2012-01-08,46%,53%,46,53,-7,1
1595,2012-01-07,46%,53%,46,53,-7,1
1596,2012-01-06,46%,53%,46,53,-7,1
1597,2012-01-05,45%,53%,45,53,-8,2
1598,2012-01-04,46%,53%,46,53,-7,1
1599,2012-01-03,46%,53%,46,53,-7,1
1600,2011-12-31,46%,52%,46,52,-6,2
1601,2011-12-30,44%,54%,44,54,-10,2
1602,2011-12-29,45%,55%,45,55,-10,0
1603,2011-12-28,45%,54%,45,54,-9,1
1604,2011-12-27,47%,52%,47,52,-5,1
1605,2011-12-23,47%,51%,47,51,-4,2
1606,2011-12-22,49%,50%,49,50,-1,1
1607,2011-12-21,47%,51%,47,51,-4,2
1608,2011-12-20,47%,51%,47,51,-4,2
1609,2011-12-19,47%,51%,47,51,-4,2
1610,2011-12-18,47%,52%,47,52,-5,1
1611,2011-12-17,47%,53%,47,53,-6,0
1612,2011-12-16,47%,52%,47,52,-5,1
1613,2011-12-15,47%,52%,47,52,-5,1
1614,2011-12-14,46%,52%,46,52,-6,2
1615,2011-12-13,46%,53%,46,53,-7,1
1616,2011-12-12,46%,52%,46,52,-6,2
1617,2011-12-11,45%,53%,45,53,-8,2
1618,2011-12-10,44%,55%,44,55,-11,1
1619,2011-12-09,44%,55%,44,55,-11,1
1620,2011-12-08,45%,55%,45,55,-10,0
1621,2011-12-07,45%,54%,45,54,-9,1
1622,2011-12-06,45%,54%,45,54,-9,1
1623,2011-12-05,46%,53%,46,53,-7,1
1624,2011-12-04,46%,52%,46,52,-6,2
1625,2011-12-03,45%,54%,45,54,-9,1
1626,2011-12-02,43%,55%,43,55,-12,2
1627,2011-12-01,43%,56%,43,56,-13,1
1628,2011-11-30,43%,56%,43,56,-13,1
1629,2011-11-29,44%,55%,44,55,-11,1
1630,2011-11-28,44%,54%,44,54,-10,2
1631,2011-11-23,44%,53%,44,53,-9,3
1632,2011-11-22,45%,52%,45,52,-7,3
1633,2011-11-21,46%,52%,46,52,-6,2
1634,2011-11-20,47%,51%,47,51,-4,2
1635,2011-11-19,46%,52%,46,52,-6,2
1636,2011-11-18,44%,54%,44,54,-10,2
1637,2011-11-17,44%,56%,44,56,-12,0
1638,2011-11-16,47%,53%,47,53,-6,0
1639,2011-11-15,49%,51%,49,51,-2,0
1640,2011-11-14,50%,49%,50,49,1,1
1641,2011-11-13,48%,51%,48,51,-3,1
1642,2011-11-12,47%,52%,47,52,-5,1
1643,2011-11-11,46%,53%,46,53,-7,1
1644,2011-11-10,45%,53%,45,53,-8,2
1645,2011-11-09,45%,54%,45,54,-9,1
1646,2011-11-08,45%,54%,45,54,-9,1
1647,2011-11-07,47%,52%,47,52,-5,1
1648,2011-11-06,45%,53%,45,53,-8,2
1649,2011-11-05,46%,53%,46,53,-7,1
1650,2011-11-04,44%,54%,44,54,-10,2
1651,2011-11-03,46%,52%,46,52,-6,2
1652,2011-11-02,44%,55%,44,55,-11,1
1653,2011-11-01,44%,55%,44,55,-11,1
1654,2011-10-31,45%,54%,45,54,-9,1
1655,2011-10-30,46%,53%,46,53,-7,1
1656,2011-10-29,46%,52%,46,52,-6,2
1657,2011-10-28,44%,54%,44,54,-10,2
1658,2011-10-27,43%,55%,43,55,-12,2
1659,2011-10-26,43%,55%,43,55,-12,2
1660,2011-10-25,44%,54%,44,54,-10,2
1661,2011-10-24,45%,54%,45,54,-9,1
1662,2011-10-23,43%,56%,43,56,-13,1
1663,2011-10-22,42%,56%,42,56,-14,2
1664,2011-10-21,44%,55%,44,55,-11,1
1665,2011-10-20,45%,54%,45,54,-9,1
1666,2011-10-19,45%,54%,45,54,-9,1
1667,2011-10-18,44%,55%,44,55,-11,1
1668,2011-10-17,43%,55%,43,55,-12,2
1669,2011-10-16,45%,54%,45,54,-9,1
1670,2011-10-15,46%,53%,46,53,-7,1
1671,2011-10-14,47%,53%,47,53,-6,0
1672,2011-10-13,47%,52%,47,52,-5,1
1673,2011-10-12,45%,53%,45,53,-8,2
1674,2011-10-11,44%,54%,44,54,-10,2
1675,2011-10-10,42%,55%,42,55,-13,3
1676,2011-10-09,42%,56%,42,56,-14,2
1677,2011-10-08,43%,55%,43,55,-12,2
1678,2011-10-07,42%,57%,42,57,-15,1
1679,2011-10-06,42%,56%,42,56,-14,2
1680,2011-10-05,42%,56%,42,56,-14,2
1681,2011-10-04,44%,54%,44,54,-10,2
1682,2011-10-03,44%,54%,44,54,-10,2
1683,2011-10-02,45%,54%,45,54,-9,1
1684,2011-10-01,46%,53%,46,53,-7,1
1685,2011-09-30,46%,53%,46,53,-7,1
1686,2011-09-29,45%,53%,45,53,-8,2
1687,2011-09-28,46%,53%,46,53,-7,1
1688,2011-09-27,45%,53%,45,53,-8,2
1689,2011-09-26,44%,54%,44,54,-10,2
1690,2011-09-25,44%,54%,44,54,-10,2
1691,2011-09-24,44%,54%,44,54,-10,2
1692,2011-09-23,46%,52%,46,52,-6,2
1693,2011-09-22,46%,52%,46,52,-6,2
1694,2011-09-21,46%,52%,46,52,-6,2
1695,2011-09-20,46%,52%,46,52,-6,2
1696,2011-09-19,45%,54%,45,54,-9,1
1697,2011-09-18,45%,55%,45,55,-10,0
1698,2011-09-17,45%,55%,45,55,-10,0
1699,2011-09-16,46%,53%,46,53,-7,1
1700,2011-09-15,46%,53%,46,53,-7,1
1701,2011-09-14,45%,54%,45,54,-9,1
1702,2011-09-13,45%,54%,45,54,-9,1
1703,2011-09-12,44%,55%,44,55,-11,1
1704,2011-09-11,42%,55%,42,55,-13,3
1705,2011-09-10,42%,55%,42,55,-13,3
1706,2011-09-09,42%,56%,42,56,-14,2
1707,2011-09-08,43%,56%,43,56,-13,1
1708,2011-09-07,42%,56%,42,56,-14,2
1709,2011-09-06,43%,55%,43,55,-12,2
1710,2011-09-05,44%,55%,44,55,-11,1
1711,2011-09-04,44%,55%,44,55,-11,1
1712,2011-09-03,45%,54%,45,54,-9,1
1713,2011-09-02,44%,55%,44,55,-11,1
1714,2011-09-01,43%,56%,43,56,-13,1
1715,2011-08-31,42%,57%,42,57,-15,1
1716,2011-08-30,43%,56%,43,56,-13,1
1717,2011-08-29,45%,55%,45,55,-10,0
1718,2011-08-28,46%,54%,46,54,-8,0
1719,2011-08-27,45%,54%,45,54,-9,1
1720,2011-08-26,43%,56%,43,56,-13,1
1721,2011-08-25,42%,57%,42,57,-15,1
1722,2011-08-24,44%,56%,44,56,-12,0
1723,2011-08-23,44%,56%,44,56,-12,0
1724,2011-08-22,44%,55%,44,55,-11,1
